username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
yudiindrawjy;2019-09-09 19:18;0;0;"Yudiindrawijaya #KuisIB #SurveiIB #IbuKotaBaru https:// twitter.com/IndonesiaBaikI d/status/1171009909351018501 …";;;#KuisIB #SurveiIB #IbuKotaBaru;"1171035189864067077";https://twitter.com/yudiindrawjy/status/1171035189864067077
BroJhoni;2019-09-09 19:13;0;0;"Gajah di pelupuk mata tak nampak. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/UP1TLbglCP";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171033788509380608";https://twitter.com/BroJhoni/status/1171033788509380608
BroJhoni;2019-09-09 19:12;0;0;"Abraham Samad, Gajah yang tidak terlihat du pelupuk mata kompas. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/FVcZvKYNgd";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171033727473831936";https://twitter.com/BroJhoni/status/1171033727473831936
BroJhoni;2019-09-09 19:12;0;0;"Separatisme menyusup di tanah Papua. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/xMPpq7nwNa";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171033515808280576";https://twitter.com/BroJhoni/status/1171033515808280576
BroJhoni;2019-09-09 19:11;0;0;"Temuan BPK tahun 2018. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/6ArfsaeSdd";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171033473697513474";https://twitter.com/BroJhoni/status/1171033473697513474
BroJhoni;2019-09-09 19:11;0;1;"Dipapua sudah bakar batu, berarti sudah damai. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/qLELWUxHkL";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171033393561100295";https://twitter.com/BroJhoni/status/1171033393561100295
BroJhoni;2019-09-09 19:11;0;0;"Australia menolak bersuara tentang Papua barat, karena Australia mengakui papua barat milik Indonesia. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/NcptoV6hHR";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171033308135751682";https://twitter.com/BroJhoni/status/1171033308135751682
BroJhoni;2019-09-09 19:10;0;0;"Australia mengakui Papua barat milik Indonesia. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/iHZiona3dE";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171033224929140742";https://twitter.com/BroJhoni/status/1171033224929140742
BroJhoni;2019-09-09 19:10;0;0;"Hentikan provokasi tentang papua. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/yP5smETplt";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171033151201656832";https://twitter.com/BroJhoni/status/1171033151201656832
BroJhoni;2019-09-09 19:10;0;0;"Sesuai hati nurani rakyat papua. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/NuzfyXvlpP";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171033097032228871";https://twitter.com/BroJhoni/status/1171033097032228871
BroJhoni;2019-09-09 19:10;0;0;"OTT bukan prestasi, revisi adalah solusi. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/QalrUZ81s4";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171033029013172224";https://twitter.com/BroJhoni/status/1171033029013172224
BroJhoni;2019-09-09 19:09;0;0;"Abraham Samad, Gajah yang tak nampak dipelupuk mata kompas. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/NSYmH5Mvz0";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171032944070156289";https://twitter.com/BroJhoni/status/1171032944070156289
BroJhoni;2019-09-09 19:09;0;0;"Kejadian yang lalu jangan sampai terulang kembali. damai Indonesia ku. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/gVj8ugDNDM";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171032830261915649";https://twitter.com/BroJhoni/status/1171032830261915649
BroJhoni;2019-09-09 19:09;0;0;"Papua adalah bagian dari NKRI sampai kapanpun. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/2QEZpcAiHr";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171032788813770752";https://twitter.com/BroJhoni/status/1171032788813770752
BroJhoni;2019-09-09 19:08;0;0;"KPK perlu diawasi supaya tetap on the track, dan temuan BPK tidak terjadi lagi. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/ufgA99rbZv";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171032665220239360";https://twitter.com/BroJhoni/status/1171032665220239360
BroJhoni;2019-09-09 19:08;0;0;"Agenda taliban KPK. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/zwUQolr28O";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171032576758177797";https://twitter.com/BroJhoni/status/1171032576758177797
BroJhoni;2019-09-09 19:08;0;0;"Revisi UU KPK sudah tepat. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/EGMKSICo0V";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171032504012115969";https://twitter.com/BroJhoni/status/1171032504012115969
BroJhoni;2019-09-09 19:07;0;0;"500 Pakar kota dunia akan berkumpul bahas ibu kota baru. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/Y3tlLYM2cg";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171032430414680064";https://twitter.com/BroJhoni/status/1171032430414680064
BroJhoni;2019-09-09 19:07;0;0;"Dukung revisi UU KPK. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/VG9NQR4ALc";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171032342388805633";https://twitter.com/BroJhoni/status/1171032342388805633
BroJhoni;2019-09-09 19:07;0;0;"10 Calon pimpinan KPK 2019-2024. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/RDKa6SwtlI";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171032275418374145";https://twitter.com/BroJhoni/status/1171032275418374145
BroJhoni;2019-09-09 19:06;0;0;"Kenaikan iuran BPJS untuk mempertahankan program JKN yang sudah dirasakan rakyat Indonesia. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/uUMvGyJGSv";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171032199967076352";https://twitter.com/BroJhoni/status/1171032199967076352
BroJhoni;2019-09-09 19:06;0;0;"Revisi UU KPK tepat solusi. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/R7l06SOpy2";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171032105091923968";https://twitter.com/BroJhoni/status/1171032105091923968
BroJhoni;2019-09-09 19:05;0;0;"Bangga menggunakan produk dalam negeri karya anak bangsa menuju Indonesia maju. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/R3g13UXaUR";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171031993829617664";https://twitter.com/BroJhoni/status/1171031993829617664
BroJhoni;2019-09-09 19:05;0;0;"Papua adalah sebagian dari NKRI. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/bu0G5oUiuH";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171031906135101440";https://twitter.com/BroJhoni/status/1171031906135101440
BroJhoni;2019-09-09 19:05;0;0;"Revisi UU KPK untuk memperkuat, bukan untuk melemahkan KPK. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/ooXqvrSEPB";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171031827164753927";https://twitter.com/BroJhoni/status/1171031827164753927
BroJhoni;2019-09-09 19:05;0;0;"Program JKN tetap dirasakan seluruh rakyat Indonesia menuju Indonesia maju. #RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru pic.twitter.com/tN6zE1tcwG";;;#RevisiUUKPK #PapuaIsIndonesia #Esemka #IbuKotaBaru;"1171031751675695104";https://twitter.com/BroJhoni/status/1171031751675695104
kattadotid;2019-09-09 18:25;0;0;"#IbuKotaBaru diputuskan pindah ke Kaltim, Tapi kajian baru dimulai, Akal Miring kata @rockygerung #ibukotapindah #ibukotapindahuntuksiapa http://www. katta.id/news/2019/09/0 9/1694/rocky-gerung:-akal-miring-harusnya-ibu-kota-negara-dipindah-ke-minangkabau …";;@rockygerung;#IbuKotaBaru #ibukotapindah #ibukotapindahuntuksiapa;"1171021907073761281";https://twitter.com/kattadotid/status/1171021907073761281
febbilestari3;2019-09-09 18:11;0;0;"https:// katainspirasi99.blogspot.com/2019/09/foto-k eluarga.html … https:// kontakk.com/@Silvia112290 #cafeslot777 #cafeslots777 #ceritainspirasi #inkedup #MotivationMonday #MotivationalMonday #motivation #motivasihidup #keluarga #Indonesia #Jakarta #IndomieinBBN #indoxx1 #IndonesiaMaju #jakartakeras #IbuKotaBaru #WoWClassic";;@Silvia112290;#cafeslot777 #cafeslots777 #ceritainspirasi #inkedup #MotivationMonday #MotivationalMonday #motivation #motivasihidup #keluarga #Indonesia #Jakarta #IndomieinBBN #indoxx1 #IndonesiaMaju #jakartakeras #IbuKotaBaru #WoWClassic;"1171018343513387014";https://twitter.com/febbilestari3/status/1171018343513387014
nie_w;2019-09-09 17:47;0;0;"uning telah ikutan #KuisIB #SurveiIB tentang #IbuKotaBaru https:// twitter.com/IndonesiaBaikI d/status/1171009909351018501 …";;;#KuisIB #SurveiIB #IbuKotaBaru;"1171012284564439041";https://twitter.com/nie_w/status/1171012284564439041
tribunkaltim;2019-09-09 17:43;0;1;"Dirut Jasa Marga Sebut Tol Balsam di Kalimantan Timur akan Terhubung dengan Bandara SAMS Sepinggan https:// kaltim.tribunnews.com/2019/09/09/dir ut-jasa-marga-sebut-tol-balsam-di-kalimantan-timur-akan-terhubung-dengan-bandara-sams-sepinggan … #IbuKotabaru #PindahIbuKota #Penajam #TolBalsam #Balikpapan #Samarinda #Samboja #Penajam #Kaltim #KalimantanTimur #Jokowi #Natal2019 #JalanTol #Kukar";;;#IbuKotabaru #PindahIbuKota #Penajam #TolBalsam #Balikpapan #Samarinda #Samboja #Penajam #Kaltim #KalimantanTimur #Jokowi #Natal2019 #JalanTol #Kukar;"1171011328963563520";https://twitter.com/tribunkaltim/status/1171011328963563520
tribunkaltim;2019-09-09 17:40;0;0;"https:// kaltim.tribunnews.com/2019/09/09/tan ggapan-luhut-banyak-buaya-di-lokasi-ibu-kota-baru-ri-dan-perbandingan-3-buaya-di-kalimantan-timur?page=all … #ibukotapindah #ibukotapindahuntuksiapa #Ibukotabaru #Buaya #reptiles #reptile #HyperLocal #LocalToViral #Balikpapan #Kaltim #Samarinda #KalimantanTimur #tribunkaltim";;;#ibukotapindah #ibukotapindahuntuksiapa #Ibukotabaru #Buaya #reptiles #reptile #HyperLocal #LocalToViral #Balikpapan #Kaltim #Samarinda #KalimantanTimur #tribunkaltim;"1171010467935862785";https://twitter.com/tribunkaltim/status/1171010467935862785
IndonesiaBaikId;2019-09-09 17:38;4;5;"Hai SohIB! Yuk ikut isi survei #IndonesiaBaik melalui link berikut http:// bit.ly/surveiibukotab aru … Bagi yang sudah mengisi survei, reply twit ini dg menuliskan nama kamu dan sertakan tagar #KuisIB #SurveiIB #IbuKotaBaru agar kamu berkesempatan mendapatkan merchandise resmi IB. pic.twitter.com/0GFpk10ewW";;;#IndonesiaBaik #KuisIB #SurveiIB #IbuKotaBaru;"1171009909351018501";https://twitter.com/IndonesiaBaikId/status/1171009909351018501
MataMataPolitik;2019-09-09 17:30;0;0;"Curahan hati warga Kalimantan Timur yang telah ditandai sebagai ibukota baru. Baca selengkapnya.. https://www. matamatapolitik.com/calon-ibukota- kegelisahan-di-sudut-kalimantan-yang-ditandai-sebagai-jakarta-baru-in-depth?utm_medium=r_20190909&utm_source=tw%20post&utm_campaign=tw%20organic … #IbuKotaBaru #ibukotapindah #kalimantantimur #MataMataPolitik";;;#IbuKotaBaru #ibukotapindah #kalimantantimur #MataMataPolitik;"1171007842268012546";https://twitter.com/MataMataPolitik/status/1171007842268012546
fhakim0109;2019-09-09 17:26;0;2;"Pindah ibukota=466 T Pindah ibukota=466×T Pindah ibukota=466×10^12 Pindah ibukota=466×1.000.000.000.000.00 Pindah ibukota=466.000.000.000.000.00 Biar keliatan banyak aja :v #IbuKotaBaru #ibukotapindah #ibukota";;;#IbuKotaBaru #ibukotapindah #ibukota;"1171006850881376256";https://twitter.com/fhakim0109/status/1171006850881376256
detikcom;2019-09-09 16:30;10;22;""... Bayangkan saja ibu kota baru yang akan dibangun sampai Rp 500 triliun kemungkinan besar pabrik semennya pun pabrik semen Hongshi," kata Andre. #IbuKotaBaru via @detikfinance https:// finance.detik.com/industri/d-469 8936/andre-rosiade-kritik-china-bangun-pabrik-semen-di-kaltim?utm_content=detikfinance&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1568017052 …";;@detikfinance;#IbuKotaBaru #Echobox;"1170992845626458115";https://twitter.com/detikcom/status/1170992845626458115
detikfinance;2019-09-09 15:43;67;206;""... Bayangkan saja ibu kota baru yang akan dibangun sampai Rp 500 triliun kemungkinan besar pabrik semennya pun pabrik semen Hongshi," kata Andre. #IbuKotaBaru https:// finance.detik.com/industri/d-469 8936/andre-rosiade-kritik-china-bangun-pabrik-semen-di-kaltim?utm_content=detikfinance&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1568017052 …";;;#IbuKotaBaru #Echobox;"1170981036668399622";https://twitter.com/detikfinance/status/1170981036668399622
tribunkaltim;2019-09-09 15:40;0;0;"Replika Monas di Lokasi Ibu Kota Baru RI Diarak Warga Keliling Kampung, Segini Biaya https:// kaltim.tribunnews.com/2019/09/09/rep lika-monas-di-lokasi-ibu-kota-baru-ri-diarak-warga-keliling-kampung-segini-biaya-si-pembuatnya … #IbuKotaBaru #Kaltim #KalimantanTimur #Penajam #PindahIbuKota #Monas #Balikpapan #Samarinda #Nusantara #Jakarta #ITCI #Maridan #Jokowi #Indonesia #Bontang #Samboja #Kukar";;;#IbuKotaBaru #Kaltim #KalimantanTimur #Penajam #PindahIbuKota #Monas #Balikpapan #Samarinda #Nusantara #Jakarta #ITCI #Maridan #Jokowi #Indonesia #Bontang #Samboja #Kukar;"1170980316149776385";https://twitter.com/tribunkaltim/status/1170980316149776385
iddris_yanna;2019-09-09 13:38;0;0;"Temuan BPK tahun 2018 penyalahgunaan barang rampasan tipikor oleh KPK. #Jokowi #SaPapuaSaNKRI #KitorangIndonesia #ruusiber #kpkindependen #ibukotabaru #kpk #prabowo #saveindonesia #ruusiber #kpkindependen #papuadamai #IndonesiaMaju #SDMUnggul #tolakprovokasi pic.twitter.com/VbY1PPoUO4";;;#Jokowi #SaPapuaSaNKRI #KitorangIndonesia #ruusiber #kpkindependen #ibukotabaru #kpk #prabowo #saveindonesia #ruusiber #kpkindependen #papuadamai #IndonesiaMaju #SDMUnggul #tolakprovokasi;"1170949471590469635";https://twitter.com/iddris_yanna/status/1170949471590469635
iddris_yanna;2019-09-09 13:36;0;0;"Perusak KPK. #Jokowi #SaPapuaSaNKRI #KitorangIndonesia #ruusiber #kpkindependen #ibukotabaru #kpk #prabowo #saveindonesia #ruusiber #kpkindependen #papuadamai #IndonesiaMaju #SDMUnggul #tolakprovokasi pic.twitter.com/8uaSqRVU6D";;;#Jokowi #SaPapuaSaNKRI #KitorangIndonesia #ruusiber #kpkindependen #ibukotabaru #kpk #prabowo #saveindonesia #ruusiber #kpkindependen #papuadamai #IndonesiaMaju #SDMUnggul #tolakprovokasi;"1170949042601246720";https://twitter.com/iddris_yanna/status/1170949042601246720
iddris_yanna;2019-09-09 13:35;0;0;"Aktor dibalik rusuh Papua. #Jokowi #SaPapuaSaNKRI #KitorangIndonesia #ruusiber #kpkindependen #ibukotabaru #kpk #prabowo #saveindonesia #ruusiber #kpkindependen #papuadamai #IndonesiaMaju #SDMUnggul #tolakprovokasi pic.twitter.com/TxMOgMnqzu";;;#Jokowi #SaPapuaSaNKRI #KitorangIndonesia #ruusiber #kpkindependen #ibukotabaru #kpk #prabowo #saveindonesia #ruusiber #kpkindependen #papuadamai #IndonesiaMaju #SDMUnggul #tolakprovokasi;"1170948893174984704";https://twitter.com/iddris_yanna/status/1170948893174984704
iddris_yanna;2019-09-09 13:35;0;0;"Hati-hati Provokasi. #Jokowi #SaPapuaSaNKRI #KitorangIndonesia #ruusiber #kpkindependen #ibukotabaru #kpk #prabowo #saveindonesia #ruusiber #kpkindependen #papuadamai #IndonesiaMaju #SDMUnggul #tolakprovokasi pic.twitter.com/WfE3AmZObl";;;#Jokowi #SaPapuaSaNKRI #KitorangIndonesia #ruusiber #kpkindependen #ibukotabaru #kpk #prabowo #saveindonesia #ruusiber #kpkindependen #papuadamai #IndonesiaMaju #SDMUnggul #tolakprovokasi;"1170948738019287041";https://twitter.com/iddris_yanna/status/1170948738019287041
iddris_yanna;2019-09-09 13:34;0;0;"Papua sudah kondusif. #Jokowi #SaPapuaSaNKRI #KitorangIndonesia #ruusiber #kpkindependen #ibukotabaru #kpk #prabowo #saveindonesia #ruusiber #kpkindependen #papuadamai #IndonesiaMaju #SDMUnggul #tolakprovokasi pic.twitter.com/ZMQaCikg8a";;;#Jokowi #SaPapuaSaNKRI #KitorangIndonesia #ruusiber #kpkindependen #ibukotabaru #kpk #prabowo #saveindonesia #ruusiber #kpkindependen #papuadamai #IndonesiaMaju #SDMUnggul #tolakprovokasi;"1170948534373244928";https://twitter.com/iddris_yanna/status/1170948534373244928
iddris_yanna;2019-09-09 13:33;0;0;"Dukung revisi UU KPK. #Jokowi #SaPapuaSaNKRI #KitorangIndonesia #ruusiber #kpkindependen #ibukotabaru #kpk #prabowo #saveindonesia #ruusiber #kpkindependen #papuadamai #IndonesiaMaju #SDMUnggul #tolakprovokasi pic.twitter.com/oHchZPUtCf";;;#Jokowi #SaPapuaSaNKRI #KitorangIndonesia #ruusiber #kpkindependen #ibukotabaru #kpk #prabowo #saveindonesia #ruusiber #kpkindependen #papuadamai #IndonesiaMaju #SDMUnggul #tolakprovokasi;"1170948332199399424";https://twitter.com/iddris_yanna/status/1170948332199399424
BeebiesRepublic;2019-09-09 12:18;0;0;"Sewa Pompa ASI / Breast Pump bisa single atau double Whatsapp 083822850596 #infobandung #infobdg #sewapompaasi #sewabreastpump #spectraq #sewaspectra #explorebandung #pijatbayibandung #cukurbayibandung #salonbayibandung #biayalahiran #prfmnews #bandung #bdg #IbuKotaBaru pic.twitter.com/UK6PXabJ07";;;#infobandung #infobdg #sewapompaasi #sewabreastpump #spectraq #sewaspectra #explorebandung #pijatbayibandung #cukurbayibandung #salonbayibandung #biayalahiran #prfmnews #bandung #bdg #IbuKotaBaru;"1170929494724464640";https://twitter.com/BeebiesRepublic/status/1170929494724464640
TvBalikpapan;2019-09-09 11:26;2;2;"Walikota balikpapan meminta Institut Teknologi Kalimantan (ITK) jadi proyek national #IbuKotaBaru #ibukotapindah #infokaltim #balikpapan #news pic.twitter.com/pObOZ792kx";;;#IbuKotaBaru #ibukotapindah #infokaltim #balikpapan #news;"1170916424501514240";https://twitter.com/TvBalikpapan/status/1170916424501514240
apul_santoso;2019-09-09 10:17;0;0;"Usulan ke pak @jokowi #namaibukota #Namaibukotabaru #IbuKotaBaru https:// twitter.com/apul_santoso/s tatus/1166022741343924226 …";;@jokowi;#namaibukota #Namaibukotabaru #IbuKotaBaru;"1170899042093522944";https://twitter.com/apul_santoso/status/1170899042093522944
